Campaign name,Day,Platform,Objective,Result type,Results,Reach,Impressions,Amount spent (EUR),Views,Clicks (all),CPC (all),CTR (all),Page engagement,Facebook follows or likes,Link clicks,Instagram profile visits,Website leads,Objective,Website purchases conversion value,Estimated ad recall lift (people)
promoción post  Chapoteos MATRO,All,All,All,Link clicks,661,23833,31489,51.91,29593,1004,0.05170319,3.188415,706,,661,7,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-14,All,All,Link clicks,58,2101,2275,4.16,2117,65,0.064,2.85714286,58,,58,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-14,instagram,All,Link clicks,43,1172,1264,3.23,1264,43,0.07511628,3.40189873,43,,43,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-14,instagram,LINK_CLICKS,Link clicks,43,1172,1264,3.23,1264,43,0.07511628,3.40189873,43,,43,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-14,facebook,All,Link clicks,13,822,853,0.86,853,20,0.043,2.34466589,13,,13,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-14,facebook,LINK_CLICKS,Link clicks,13,822,853,0.86,853,20,0.043,2.34466589,13,,13,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-14,audience_network,All,Link clicks,2,88,158,0.07,0,2,0.035,1.26582278,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-14,audience_network,LINK_CLICKS,Link clicks,2,88,158,0.07,0,2,0.035,1.26582278,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-24,All,All,Link clicks,40,1619,1847,3.50,1633,67,0.05223881,3.62750406,45,,40,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-24,facebook,All,Link clicks,35,1534,1602,3.11,1604,62,0.05016129,3.8701623,40,,35,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-24,facebook,LINK_CLICKS,Link clicks,35,1534,1602,3.11,1604,62,0.05016129,3.8701623,40,,35,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-24,audience_network,All,Link clicks,4,114,216,0.25,0,4,0.0625,1.85185185,4,,4,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-24,audience_network,LINK_CLICKS,Link clicks,4,114,216,0.25,0,4,0.0625,1.85185185,4,,4,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-24,instagram,All,Link clicks,1,29,29,0.14,29,1,0.14,3.44827586,1,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-24,instagram,LINK_CLICKS,Link clicks,1,29,29,0.14,29,1,0.14,3.44827586,1,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-23,All,All,Link clicks,39,2019,2198,4.00,1998,70,0.05714286,3.18471338,42,,39,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-23,instagram,All,,,38,39,0.17,39,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-23,instagram,LINK_CLICKS,,,38,39,0.17,39,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-23,facebook,All,Link clicks,35,1886,1957,3.56,1959,66,0.05393939,3.37250894,38,,35,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-23,facebook,LINK_CLICKS,Link clicks,35,1886,1957,3.56,1959,66,0.05393939,3.37250894,38,,35,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-23,audience_network,All,Link clicks,4,119,202,0.27,0,4,0.0675,1.98019802,4,,4,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-23,audience_network,LINK_CLICKS,Link clicks,4,119,202,0.27,0,4,0.0675,1.98019802,4,,4,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,All,All,Link clicks,44,1777,1829,3.06,1710,87,0.03517241,4.75669765,49,,44,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,instagram,All,Link clicks,2,28,29,0.14,29,1,0.14,3.44827586,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,instagram,LINK_CLICKS,Link clicks,2,28,29,0.14,29,1,0.14,3.44827586,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,facebook,All,Link clicks,40,1611,1678,2.84,1679,84,0.03380952,5.00595948,45,,40,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,facebook,LINK_CLICKS,Link clicks,40,1611,1678,2.84,1679,84,0.03380952,5.00595948,45,,40,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,audience_network,All,Link clicks,2,86,120,0.08,0,2,0.04,1.66666667,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,audience_network,LINK_CLICKS,Link clicks,2,86,120,0.08,0,2,0.04,1.66666667,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,messenger,All,,,2,2,0.00,2,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-22,messenger,LINK_CLICKS,,,2,2,0.00,2,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-27,All,All,Link clicks,42,1990,2203,3.81,2017,84,0.04535714,3.8129823,49,,42,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-27,audience_network,All,Link clicks,2,113,191,0.28,0,2,0.14,1.04712042,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-27,audience_network,LINK_CLICKS,Link clicks,2,113,191,0.28,0,2,0.14,1.04712042,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-27,instagram,All,Link clicks,1,38,38,0.11,38,1,0.11,2.63157895,1,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-27,instagram,LINK_CLICKS,Link clicks,1,38,38,0.11,38,1,0.11,2.63157895,1,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-27,facebook,All,Link clicks,39,1841,1974,3.42,1979,81,0.04222222,4.10334347,46,,39,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-27,facebook,LINK_CLICKS,Link clicks,39,1841,1974,3.42,1979,81,0.04222222,4.10334347,46,,39,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,All,All,Link clicks,48,2276,2465,4.54,2353,82,0.05536585,3.32657201,58,,48,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,facebook,All,Link clicks,44,2170,2308,4.20,2309,78,0.05384615,3.37954939,53,,44,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,facebook,LINK_CLICKS,Link clicks,44,2170,2308,4.20,2309,78,0.05384615,3.37954939,53,,44,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,audience_network,All,Link clicks,3,77,114,0.15,0,3,0.05,2.63157895,3,,3,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,audience_network,LINK_CLICKS,Link clicks,3,77,114,0.15,0,3,0.05,2.63157895,3,,3,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,instagram,All,Link clicks,1,41,42,0.19,43,1,0.19,2.38095238,2,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,instagram,LINK_CLICKS,Link clicks,1,41,42,0.19,43,1,0.19,2.38095238,2,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,messenger,All,,,1,1,0.00,1,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-26,messenger,LINK_CLICKS,,,1,1,0.00,1,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-25,All,All,Link clicks,31,1637,1780,3.51,1637,52,0.0675,2.92134831,36,,31,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-25,facebook,All,Link clicks,30,1494,1600,3.15,1603,51,0.06176471,3.1875,35,,30,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-25,facebook,LINK_CLICKS,Link clicks,30,1494,1600,3.15,1603,51,0.06176471,3.1875,35,,30,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-25,instagram,All,Link clicks,1,34,34,0.13,34,1,0.13,2.94117647,1,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-25,instagram,LINK_CLICKS,Link clicks,1,34,34,0.13,34,1,0.13,2.94117647,1,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-25,audience_network,All,,,88,146,0.23,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-25,audience_network,LINK_CLICKS,,,88,146,0.23,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-21,All,All,Link clicks,37,2196,2393,3.72,2203,82,0.04536585,3.42666109,40,,37,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-21,facebook,All,Link clicks,34,2075,2173,3.35,2174,79,0.04240506,3.63552692,37,,34,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-21,facebook,LINK_CLICKS,Link clicks,34,2075,2173,3.35,2174,79,0.04240506,3.63552692,37,,34,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-21,instagram,All,Link clicks,1,28,29,0.13,29,1,0.13,3.44827586,1,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-21,instagram,LINK_CLICKS,Link clicks,1,28,29,0.13,29,1,0.13,3.44827586,1,,1,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-21,audience_network,All,Link clicks,2,118,191,0.24,0,2,0.12,1.04712042,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-21,audience_network,LINK_CLICKS,Link clicks,2,118,191,0.24,0,2,0.12,1.04712042,2,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-17,All,All,Link clicks,65,2190,2281,3.44,2239,70,0.04914286,3.06882946,66,,65,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-17,facebook,All,Link clicks,6,714,749,0.35,749,10,0.035,1.33511348,7,,6,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-17,facebook,LINK_CLICKS,Link clicks,6,714,749,0.35,749,10,0.035,1.33511348,7,,6,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-17,instagram,All,Link clicks,59,1400,1490,3.08,1490,60,0.05133333,4.02684564,59,,59,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-17,instagram,LINK_CLICKS,Link clicks,59,1400,1490,3.08,1490,60,0.05133333,4.02684564,59,,59,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-17,audience_network,All,,,22,42,0.01,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-17,audience_network,LINK_CLICKS,,,22,42,0.01,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,All,All,Link clicks,61,2335,2495,4.25,2389,72,0.05902778,2.88577154,61,,61,4,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,messenger,All,,,1,1,0.00,1,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,messenger,LINK_CLICKS,,,1,1,0.00,1,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,audience_network,All,,,67,109,0.05,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,audience_network,LINK_CLICKS,,,67,109,0.05,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,facebook,All,Link clicks,12,1070,1112,1.09,1114,21,0.05190476,1.88848921,12,,12,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,facebook,LINK_CLICKS,Link clicks,12,1070,1112,1.09,1114,21,0.05190476,1.88848921,12,,12,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,instagram,All,Link clicks,49,1210,1273,3.11,1274,51,0.06098039,4.00628437,49,,49,4,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-16,instagram,LINK_CLICKS,Link clicks,49,1210,1273,3.11,1274,51,0.06098039,4.00628437,49,,49,4,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-15,All,All,Link clicks,50,2118,2251,3.58,2159,72,0.04972222,3.19857841,50,,50,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-15,instagram,All,Link clicks,26,778,811,2.16,811,26,0.08307692,3.20591862,26,,26,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-15,instagram,LINK_CLICKS,Link clicks,26,778,811,2.16,811,26,0.08307692,3.20591862,26,,26,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-15,facebook,All,Link clicks,24,1295,1348,1.39,1348,46,0.03021739,3.41246291,24,,24,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-15,facebook,LINK_CLICKS,Link clicks,24,1295,1348,1.39,1348,46,0.03021739,3.41246291,24,,24,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-15,audience_network,All,,,55,92,0.03,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-15,audience_network,LINK_CLICKS,,,55,92,0.03,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-20,All,All,Link clicks,58,2421,2648,4.10,2403,103,0.03980583,3.8897281,62,,58,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-20,instagram,All,Link clicks,2,39,40,0.16,40,2,0.08,5,3,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-20,instagram,LINK_CLICKS,Link clicks,2,39,40,0.16,40,2,0.08,5,3,,2,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-20,audience_network,All,Link clicks,3,166,248,0.37,0,3,0.12333333,1.20967742,3,,3,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-20,audience_network,LINK_CLICKS,Link clicks,3,166,248,0.37,0,3,0.12333333,1.20967742,3,,3,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-20,facebook,All,Link clicks,53,2241,2360,3.57,2363,98,0.03642857,4.15254237,56,,53,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-20,facebook,LINK_CLICKS,Link clicks,53,2241,2360,3.57,2363,98,0.03642857,4.15254237,56,,53,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,All,All,Link clicks,26,1751,1864,2.26,1830,33,0.06848485,1.77038627,28,,26,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,facebook,All,Link clicks,10,1296,1350,1.33,1350,16,0.083125,1.18518519,12,,10,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,facebook,LINK_CLICKS,Link clicks,10,1296,1350,1.33,1350,16,0.083125,1.18518519,12,,10,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,instagram,All,Link clicks,16,474,478,0.92,478,17,0.05411765,3.55648536,16,,16,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,instagram,LINK_CLICKS,Link clicks,16,474,478,0.92,478,17,0.05411765,3.55648536,16,,16,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,messenger,All,,,2,2,0.00,2,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,messenger,LINK_CLICKS,,,2,2,0.00,2,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,audience_network,All,,,14,34,0.01,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-19,audience_network,LINK_CLICKS,,,14,34,0.01,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-18,All,All,Link clicks,62,2946,2960,3.98,2905,65,0.06123077,2.19594595,62,,62,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-18,audience_network,All,,,29,56,0.03,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-18,audience_network,LINK_CLICKS,,,29,56,0.03,0,0,,0,,,,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-18,instagram,All,Link clicks,52,1769,1880,3.46,1881,53,0.06528302,2.81914894,52,,52,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-18,instagram,LINK_CLICKS,Link clicks,52,1769,1880,3.46,1881,53,0.06528302,2.81914894,52,,52,1,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-18,facebook,All,Link clicks,10,981,1024,0.49,1024,12,0.04083333,1.171875,10,,10,0,,LINK_CLICKS,,0
promoción post  Chapoteos MATRO,2025-04-18,facebook,LINK_CLICKS,Link clicks,10,981,1024,0.49,1024,12,0.04083333,1.171875,10,,10,0,,LINK_CLICKS,,0
EMBARAZADAS conversión - (anuncio),All,All,All,Website leads,25,14984,25365,98.11,52435,476,0.20611345,1.87660162,6579,,274,174,25,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-24,All,All,Website leads,2,1489,1638,7.23,3368,25,0.2892,1.52625153,380,,15,10,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-24,instagram,All,Website leads,2,1385,1482,6.75,3062,24,0.28125,1.6194332,346,,14,10,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-24,instagram,OUTCOME_LEADS,Website leads,2,1385,1482,6.75,3062,24,0.28125,1.6194332,346,,14,10,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-24,facebook,All,,,139,156,0.48,306,1,0.48,0.64102564,34,,1,0,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-24,facebook,OUTCOME_LEADS,,,139,156,0.48,306,1,0.48,0.64102564,34,,1,0,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-23,All,All,Website leads,5,1595,1735,6.89,3574,35,0.19685714,2.01729107,476,,26,8,5,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-23,facebook,All,,,116,130,0.54,264,3,0.18,2.30769231,36,,2,0,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-23,facebook,OUTCOME_LEADS,,,116,130,0.54,264,3,0.18,2.30769231,36,,2,0,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-23,instagram,All,Website leads,5,1495,1605,6.35,3310,32,0.1984375,1.99376947,440,,24,8,5,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-23,instagram,OUTCOME_LEADS,Website leads,5,1495,1605,6.35,3310,32,0.1984375,1.99376947,440,,24,8,5,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-22,All,All,Website leads,2,1454,1610,7.40,3336,41,0.1804878,2.54658385,423,,21,19,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-22,facebook,All,,,131,162,0.44,319,1,0.44,0.61728395,48,,1,0,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-22,facebook,OUTCOME_LEADS,,,131,162,0.44,319,1,0.44,0.61728395,48,,1,0,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-22,instagram,All,Website leads,2,1308,1448,6.96,3017,40,0.174,2.76243094,375,,20,19,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-22,instagram,OUTCOME_LEADS,Website leads,2,1308,1448,6.96,3017,40,0.174,2.76243094,375,,20,19,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-21,All,All,,,1691,1784,6.89,3647,29,0.23758621,1.62556054,435,,15,11,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-21,instagram,All,,,1448,1534,6.16,3146,26,0.23692308,1.69491525,372,,15,11,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-21,instagram,OUTCOME_LEADS,,,1448,1534,6.16,3146,26,0.23692308,1.69491525,372,,15,11,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-21,facebook,All,,,211,250,0.73,501,3,0.24333333,1.2,63,,,0,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-21,facebook,OUTCOME_LEADS,,,211,250,0.73,501,3,0.24333333,1.2,63,,,0,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-27,All,All,Website leads,4,1862,1941,7.34,4031,44,0.16681818,2.26687275,519,,23,20,4,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-27,instagram,All,Website leads,2,1664,1788,6.94,3722,41,0.16926829,2.29306488,471,,21,20,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-27,instagram,OUTCOME_LEADS,Website leads,2,1664,1788,6.94,3722,41,0.16926829,2.29306488,471,,21,20,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-27,facebook,All,Website leads,2,133,153,0.40,309,3,0.13333333,1.96078431,48,,2,0,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-27,facebook,OUTCOME_LEADS,Website leads,2,133,153,0.40,309,3,0.13333333,1.96078431,48,,2,0,2,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-26,All,All,,,2240,2358,7.10,4860,27,0.26296296,1.14503817,674,,19,8,,OUTCOME_LEADS,,0
EMBARAZADAS conversión - (anuncio),2025-04-26,instagram,All,,,1895,1984,6.51,4114,27,0.24111111,1.3608871,578,,19,8,,OUTCOME_LEADS,,0
