Fecha,Acción de conversión,Categoría de conversión,Acciones categoría de conversión,Fuente de conversión,Conversiones,Resultados,Conversión por categoría,Acciones categoria de conversion,Coste,Clics,Impresiones,Categoría de página
2025-02-15,,,,,,,,,2.68,2.0,165.0,Clases y cursos
2025-02-15,,,,,,,,,14.07,17.0,134.0,Clases y cursos
2025-02-15,,,,,,,,,10.08,12.0,121.0,Clases y cursos
2025-02-15,,,,,,,,,0.0,0.0,280.0,Contacto / F.A.Q
2025-02-15,,,,,,,,,0.94,1.0,1.0,Contacto / F.A.Q
2025-02-15,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-02-15,,,,,,,,,5.7,7.0,151.0,Clases y cursos
2025-02-15,,,,,,,,,0.0,0.0,6.0,Clases y cursos
2025-02-15,,,,,,,,,0.0,0.0,1.0,Contacto / F.A.Q
2025-02-15,,,,,,,,,11.06,129.0,5019.0,Tienda
2025-02-15,,,,,,,,,2.41,3.0,42.0,Tienda
2025-02-15,,,,,,,,,0.0,0.0,25.0,Tienda
2025-02-15,,,,,,,,,2.1,1.0,1.0,Contacto / F.A.Q
2025-02-16,,,,,,,,,1.67,5.0,124.0,Página Inicio
2025-02-16,,,,,,,,,1.14,2.0,72.0,Campañas
2025-02-16,,,,,,,,,3.57,7.0,87.0,Campañas
2025-02-16,,,,,,,,,0.0,0.0,9.0,Campañas
2025-02-16,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-16,,,,,,,,,2.09,4.0,225.0,Clases y cursos
2025-02-16,,,,,,,,,0.0,0.0,12.0,Clases y cursos
2025-02-16,,,,,,,,,0.23,1.0,3.0,Clases y cursos
2025-02-16,,,,,,,,,0.33,1.0,5.0,Clases y cursos
2025-02-16,,,,,,,,,5.17,6.0,75.0,Clases y cursos
2025-02-16,,,,,,,,,0.06,1.0,5.0,Clases y cursos
2025-02-16,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-02-16,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,9.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,9.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,11.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,7.0,Artículos generales
2025-02-16,,,,,,,,,0.06,1.0,13.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,8.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-16,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-16,,,,,,,,,0.78,1.0,161.0,Categorías de producto
2025-02-16,,,,,,,,,0.0,0.0,15.0,Categorías de producto
2025-02-16,,,,,,,,,0.0,0.0,21.0,Categorías de producto
2025-02-16,,,,,,,,,0.02,1.0,192.0,Clases y cursos
2025-02-16,,,,,,,,,18.56,27.0,178.0,Clases y cursos
2025-02-16,,,,,,,,,8.77,12.0,187.0,Clases y cursos
2025-02-16,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-16,,,,,,,,,0.34,1.0,318.0,Contacto / F.A.Q
2025-02-16,,,,,,,,,5.64,2.0,9.0,Contacto / F.A.Q
2025-02-16,,,,,,,,,2.63,17.0,243.0,Clases y cursos
2025-02-16,,,,,,,,,0.47,1.0,13.0,Clases y cursos
2025-02-16,,,,,,,,,0.0,0.0,1.0,Contacto / F.A.Q
2025-02-16,,,,,,,,,0.21,1.0,229.0,Tienda
2025-02-16,,,,,,,,,2.8,8.0,24.0,Tienda
2025-02-16,,,,,,,,,3.0,4.0,33.0,Tienda
2025-02-17,,,,,,,,,0.91,1.0,36.0,Página Inicio
2025-02-17,,,,,,,,,5.12,9.0,81.0,Campañas
2025-02-17,,,,,,,,,2.78,6.0,42.0,Campañas
2025-02-17,,,,,,,,,0.0,0.0,4.0,Campañas
2025-02-17,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-17,,,,,,,,,3.19,6.0,194.0,Clases y cursos
2025-02-17,,,,,,,,,0.34,1.0,7.0,Clases y cursos
2025-02-17,,,,,,,,,0.0,0.0,4.0,Clases y cursos
2025-02-17,,,,,,,,,1.92,1.0,6.0,Clases y cursos
2025-02-17,,,,,,,,,10.03,9.0,79.0,Clases y cursos
2025-02-17,,,,,,,,,0.0,0.0,6.0,Clases y cursos
2025-02-17,,,,,,,,,0.0,0.0,4.0,Clases y cursos
2025-02-17,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-17,,,,,,,,,0.16,1.0,4.0,Artículos generales
2025-02-17,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-17,,,,,,,,,0.0,0.0,8.0,Artículos generales
2025-02-17,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-17,,,,,,,,,0.28,1.0,137.0,Categorías de producto
2025-02-17,,,,,,,,,1.31,2.0,10.0,Categorías de producto
2025-02-17,,,,,,,,,0.0,0.0,9.0,Categorías de producto
2025-02-17,,,,,,,,,1.45,5.0,149.0,Clases y cursos
2025-02-17,,,,,,,,,10.0,15.0,129.0,Clases y cursos
2025-02-17,,,,,,,,,17.92,24.0,165.0,Clases y cursos
2025-02-17,,,,,,,,,0.38,1.0,285.0,Contacto / F.A.Q
2025-02-17,,,,,,,,,0.0,0.0,8.0,Contacto / F.A.Q
2025-02-17,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-17,,,,,,,,,0.0,0.0,3.0,Clases y cursos
2025-02-17,,,,,,,,,3.95,10.0,57.0,Clases y cursos
2025-02-17,,,,,,,,,0.45,1.0,6.0,Clases y cursos
2025-02-17,,,,,,,,,0.95,5.0,257.0,Tienda
2025-02-17,,,,,,,,,1.42,9.0,66.0,Tienda
2025-02-17,,,,,,,,,2.69,3.0,52.0,Tienda
2025-02-17,,,,,,,,,0.45,1.0,7.0,Contacto / F.A.Q
2025-02-18,,,,,,,,,0.16,1.0,15.0,Página Inicio
2025-02-18,,,,,,,,,5.28,9.0,81.0,Campañas
2025-02-18,,,,,,,,,5.31,11.0,81.0,Campañas
2025-02-18,,,,,,,,,2.13,2.0,14.0,Campañas
2025-02-18,,,,,,,,,0.8,1.0,188.0,Clases y cursos
2025-02-18,,,,,,,,,0.0,0.0,5.0,Clases y cursos
2025-02-18,,,,,,,,,0.0,0.0,3.0,Clases y cursos
2025-02-18,,,,,,,,,7.27,8.0,100.0,Clases y cursos
2025-02-18,,,,,,,,,0.0,0.0,11.0,Clases y cursos
2025-02-18,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-02-18,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-18,,,,,,,,,0.36,1.0,1.0,Artículos generales
2025-02-18,,,,,,,,,0.0,0.0,4.0,Artículos generales
2025-02-18,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-18,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-18,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-18,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-18,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-18,,,,,,,,,0.0,0.0,1.0,Página Inicio
2025-02-18,,,,,,,,,1.08,1.0,167.0,Categorías de producto
2025-02-18,,,,,,,,,0.0,0.0,17.0,Categorías de producto
2025-02-18,,,,,,,,,0.0,0.0,9.0,Categorías de producto
2025-02-18,,,,,,,,,2.39,1.0,172.0,Clases y cursos
2025-02-18,,,,,,,,,10.33,15.0,145.0,Clases y cursos
2025-02-18,,,,,,,,,12.54,19.0,198.0,Clases y cursos
2025-02-18,,,,,,,,,1.26,1.0,331.0,Contacto / F.A.Q
2025-02-18,,,,,,,,,0.0,0.0,10.0,Contacto / F.A.Q
2025-02-18,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-18,,,,,,,,,0.0,0.0,1.0,Clases y cursos
2025-02-18,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-02-18,,,,,,,,,8.28,19.0,334.0,Clases y cursos
2025-02-18,,,,,,,,,0.23,1.0,3.0,Clases y cursos
2025-02-18,,,,,,,,,0.43,1.0,247.0,Tienda
2025-02-18,,,,,,,,,2.3,7.0,32.0,Tienda
2025-02-18,,,,,,,,,0.46,1.0,37.0,Tienda
2025-02-18,,,,,,,,,0.0,0.0,1.0,Contacto / F.A.Q
2025-02-19,,,,,,,,,0.9,0.0,57.0,Página Inicio
2025-02-19,,,,,,,,,5.54,6.0,64.0,Campañas
2025-02-19,,,,,,,,,7.1,8.0,79.0,Campañas
2025-02-19,,,,,,,,,0.45,1.0,22.0,Campañas
2025-02-19,,,,,,,,,0.52,1.0,269.0,Clases y cursos
2025-02-19,,,,,,,,,0.41,1.0,10.0,Clases y cursos
2025-02-19,,,,,,,,,0.0,0.0,5.0,Clases y cursos
2025-02-19,,,,,,,,,0.0,0.0,9.0,Clases y cursos
2025-02-19,,,,,,,,,6.03,5.0,74.0,Clases y cursos
2025-02-19,,,,,,,,,0.0,0.0,8.0,Clases y cursos
2025-02-19,,,,,,,,,0.0,0.0,1.0,Clases y cursos
2025-02-19,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,8.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,6.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,4.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-19,,,,,,,,,0.0,0.0,2.0,Página Inicio
2025-02-19,,,,,,,,,1.68,3.0,227.0,Categorías de producto
2025-02-19,,,,,,,,,0.0,0.0,16.0,Categorías de producto
2025-02-19,,,,,,,,,0.45,1.0,118.0,Categorías de producto
2025-02-19,,,,,,,,,0.3,2.0,233.0,Clases y cursos
2025-02-19,,,,,,,,,14.47,24.0,172.0,Clases y cursos
2025-02-19,,,,,,,,,6.96,12.0,235.0,Clases y cursos
2025-02-19,,,,,,,,,0.0,0.0,433.0,Contacto / F.A.Q
2025-02-19,,,,,,,,,0.0,0.0,10.0,Contacto / F.A.Q
2025-02-19,,,,,,,,,0.0,0.0,1.0,Clases y cursos
2025-02-19,,,,,,,,,3.99,8.0,155.0,Clases y cursos
2025-02-19,,,,,,,,,0.88,3.0,20.0,Clases y cursos
2025-02-19,,,,,,,,,2.25,3.0,376.0,Tienda
2025-02-19,,,,,,,,,1.47,8.0,48.0,Tienda
2025-02-19,,,,,,,,,0.75,3.0,30.0,Tienda
2025-02-20,,,,,,,,,1.42,5.0,133.0,Página Inicio
2025-02-20,,,,,,,,,2.36,3.0,39.0,Campañas
2025-02-20,,,,,,,,,5.65,10.0,64.0,Campañas
2025-02-20,,,,,,,,,0.03,1.0,10.0,Campañas
2025-02-20,,,,,,,,,1.55,2.0,219.0,Clases y cursos
2025-02-20,,,,,,,,,0.0,0.0,14.0,Clases y cursos
2025-02-20,,,,,,,,,0.09,1.0,2.0,Clases y cursos
2025-02-20,,,,,,,,,0.0,0.0,3.0,Clases y cursos
2025-02-20,,,,,,,,,6.32,7.0,73.0,Clases y cursos
2025-02-20,,,,,,,,,0.84,1.0,8.0,Clases y cursos
2025-02-20,,,,,,,,,0.0,0.0,5.0,Clases y cursos
2025-02-20,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-20,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-20,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-20,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-20,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-20,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-20,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-20,,,,,,,,,1.63,2.0,167.0,Categorías de producto
2025-02-20,,,,,,,,,2.89,3.0,14.0,Categorías de producto
2025-02-20,,,,,,,,,0.13,1.0,119.0,Categorías de producto
2025-02-20,,,,,,,,,1.61,3.0,180.0,Clases y cursos
2025-02-20,,,,,,,,,16.17,27.0,151.0,Clases y cursos
2025-02-20,,,,,,,,,4.16,8.0,168.0,Clases y cursos
2025-02-20,,,,,,,,,0.39,1.0,328.0,Contacto / F.A.Q
2025-02-20,,,,,,,,,0.53,2.0,5.0,Contacto / F.A.Q
2025-02-20,,,,,,,,,1.49,1.0,2.0,Clases y cursos
2025-02-20,,,,,,,,,4.73,5.0,93.0,Clases y cursos
2025-02-20,,,,,,,,,0.0,0.0,4.0,Clases y cursos
2025-02-20,,,,,,,,,1.02,15.0,306.0,Tienda
2025-02-20,,,,,,,,,2.03,10.0,41.0,Tienda
2025-02-20,,,,,,,,,1.9,2.0,14.0,Tienda
2025-02-20,,,,,,,,,0.0,0.0,2.0,Contacto / F.A.Q
2025-02-21,,,,,,,,,1.28,4.0,94.0,Página Inicio
2025-02-21,,,,,,,,,2.69,6.0,73.0,Campañas
2025-02-21,,,,,,,,,1.32,4.0,81.0,Campañas
2025-02-21,,,,,,,,,0.83,1.0,4.0,Campañas
2025-02-21,,,,,,,,,0.18,1.0,223.0,Clases y cursos
2025-02-21,,,,,,,,,0.75,1.0,18.0,Clases y cursos
2025-02-21,,,,,,,,,0.0,0.0,6.0,Clases y cursos
2025-02-21,,,,,,,,,0.88,1.0,11.0,Clases y cursos
2025-02-21,,,,,,,,,3.6,4.0,75.0,Clases y cursos
2025-02-21,,,,,,,,,0.0,0.0,7.0,Clases y cursos
2025-02-21,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-02-21,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,8.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,5.0,Artículos generales
2025-02-21,,,,,,,,,0.0,0.0,4.0,Artículos generales
2025-02-21,,,,,,,,,0.03,1.0,172.0,Categorías de producto
2025-02-21,,,,,,,,,0.71,1.0,22.0,Categorías de producto
2025-02-21,,,,,,,,,0.03,1.0,197.0,Categorías de producto
2025-02-21,,,,,,,,,0.01,1.0,185.0,Clases y cursos
2025-02-21,,,,,,,,,7.58,12.0,143.0,Clases y cursos
2025-02-21,,,,,,,,,3.9,10.0,151.0,Clases y cursos
2025-02-21,,,,,,,,,0.0,0.0,3.0,Campañas
2025-02-21,,,,,,,,,0.0,0.0,337.0,Contacto / F.A.Q
2025-02-21,,,,,,,,,0.0,0.0,4.0,Contacto / F.A.Q
2025-02-21,,,,,,,,,7.22,13.0,75.0,Clases y cursos
2025-02-21,,,,,,,,,0.0,0.0,11.0,Clases y cursos
2025-02-21,,,,,,,,,1.14,0.0,327.0,Tienda
2025-02-21,,,,,,,,,0.97,9.0,37.0,Tienda
2025-02-21,,,,,,,,,1.45,2.0,26.0,Tienda
2025-02-21,,,,,,,,,0.25,1.0,2.0,Contacto / F.A.Q
2025-02-22,,,,,,,,,1.35,8.0,174.0,Página Inicio
2025-02-22,,,,,,,,,3.34,5.0,73.0,Campañas
2025-02-22,,,,,,,,,4.57,7.0,96.0,Campañas
2025-02-22,,,,,,,,,1.7,5.0,23.0,Campañas
2025-02-22,,,,,,,,,0.81,1.0,1.0,Campañas
2025-02-22,,,,,,,,,1.73,2.0,226.0,Clases y cursos
2025-02-22,,,,,,,,,0.0,0.0,6.0,Clases y cursos
2025-02-22,,,,,,,,,0.0,0.0,1.0,Clases y cursos
2025-02-22,,,,,,,,,0.0,0.0,8.0,Clases y cursos
2025-02-22,,,,,,,,,1.01,3.0,33.0,Clases y cursos
2025-02-22,,,,,,,,,0.0,0.0,7.0,Clases y cursos
2025-02-22,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,9.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,4.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,21.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,4.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-22,,,,,,,,,0.0,0.0,1.0,Página Inicio
2025-02-22,,,,,,,,,0.55,1.0,158.0,Categorías de producto
2025-02-22,,,,,,,,,3.17,3.0,14.0,Categorías de producto
2025-02-22,,,,,,,,,0.02,1.0,198.0,Categorías de producto
2025-02-22,,,,,,,,,0.0,0.0,178.0,Clases y cursos
2025-02-22,,,,,,,,,8.83,15.0,124.0,Clases y cursos
2025-02-22,,,,,,,,,8.51,15.0,135.0,Clases y cursos
2025-02-22,,,,,,,,,0.0,0.0,4.0,Campañas
2025-02-22,,,,,,,,,0.59,1.0,330.0,Contacto / F.A.Q
2025-02-22,,,,,,,,,0.0,0.0,3.0,Contacto / F.A.Q
2025-02-22,,,,,,,,,0.0,0.0,2.0,Campañas
2025-02-22,,,,,,,,,0.41,1.0,3.0,Clases y cursos
2025-02-22,,,,,,,,,4.27,13.0,190.0,Clases y cursos
2025-02-22,,,,,,,,,0.0,0.0,15.0,Clases y cursos
2025-02-22,,,,,,,,,0.0,0.0,2.0,Contacto / F.A.Q
2025-02-22,,,,,,,,,1.52,6.0,423.0,Tienda
2025-02-22,,,,,,,,,0.62,7.0,31.0,Tienda
2025-02-22,,,,,,,,,0.52,1.0,36.0,Tienda
2025-02-22,,,,,,,,,0.78,1.0,6.0,Contacto / F.A.Q
2025-02-23,,,,,,,,,0.27,3.0,48.0,Página Inicio
2025-02-23,,,,,,,,,2.68,4.0,58.0,Campañas
2025-02-23,,,,,,,,,3.16,9.0,91.0,Campañas
2025-02-23,,,,,,,,,0.71,2.0,25.0,Campañas
2025-02-23,,,,,,,,,0.0,1.0,288.0,Clases y cursos
2025-02-23,,,,,,,,,1.69,1.0,8.0,Clases y cursos
2025-02-23,,,,,,,,,0.0,0.0,11.0,Clases y cursos
2025-02-23,,,,,,,,,1.5,2.0,5.0,Clases y cursos
2025-02-23,,,,,,,,,1.28,2.0,62.0,Clases y cursos
2025-02-23,,,,,,,,,1.06,1.0,18.0,Clases y cursos
2025-02-23,,,,,,,,,0.0,0.0,6.0,Clases y cursos
2025-02-23,,,,,,,,,0.33,1.0,7.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,6.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,7.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,6.0,Artículos generales
2025-02-23,,,,,,,,,0.37,1.0,20.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,6.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,7.0,Artículos generales
2025-02-23,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-23,,,,,,,,,0.31,1.0,206.0,Categorías de producto
2025-02-23,,,,,,,,,0.0,0.0,12.0,Categorías de producto
2025-02-23,,,,,,,,,0.47,3.0,152.0,Categorías de producto
2025-02-23,,,,,,,,,1.25,4.0,251.0,Clases y cursos
2025-02-23,,,,,,,,,6.75,11.0,126.0,Clases y cursos
2025-02-23,,,,,,,,,6.2,9.0,174.0,Clases y cursos
2025-02-23,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-23,,,,,,,,,1.81,3.0,453.0,Contacto / F.A.Q
2025-02-23,,,,,,,,,0.0,0.0,8.0,Contacto / F.A.Q
2025-02-23,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-23,,,,,,,,,0.0,0.0,1.0,Clases y cursos
2025-02-23,,,,,,,,,3.86,11.0,194.0,Clases y cursos
2025-02-23,,,,,,,,,2.08,4.0,24.0,Clases y cursos
2025-02-23,,,,,,,,,0.94,3.0,378.0,Tienda
2025-02-23,,,,,,,,,0.68,2.0,26.0,Tienda
2025-02-23,,,,,,,,,0.9,2.0,78.0,Tienda
2025-02-23,,,,,,,,,2.91,3.0,6.0,Contacto / F.A.Q
