Fecha,Campaña,Set anuncios,Anuncio,Plataforma,Objetivo,Tipo de resultado,Resultados,Coste,Alcance,Impresiones,Recuerdo anuncio estimado,Clics en link,Vistas,Clics (todos),Engagement en página,Follows o likes,Visitas a perfil IG,Leads,Leads de sitio web,Meta leads,Ventas
2025-02-13,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,100,0.34,703,752,100,3,621,4,94,0,1,0,0,0,0.0
2025-02-05,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,130,0.43,910,916,130,0,782,2,145,0,2,0,0,0,0.0
2025-02-13,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,80,2.55,4026,4646,80,3,4562,10,298,0,0,0,0,0,0.0
2025-02-03,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,110,2.31,5476,6469,110,3,6307,10,429,0,0,0,0,0,0.0
2025-01-29,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,110,2.6,5472,6297,110,5,6145,16,414,0,0,0,0,0,0.0
2025-02-15,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,70,2.72,4895,5763,70,4,5713,9,370,0,0,0,0,0,0.0
2025-02-10,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,100,0.27,778,778,100,0,687,3,99,0,3,0,0,0,0.0
2025-02-10,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,90,2.71,5168,5915,90,6,5825,14,382,0,0,0,0,0,0.0
2025-02-15,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,90,0.47,624,716,90,1,614,1,86,0,0,0,0,0,0.0
2025-02-03,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,170,0.62,1122,1265,170,0,1060,0,156,0,0,0,0,0,0.0
2025-02-04,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,90,2.43,4917,5494,90,2,5341,11,381,0,0,0,0,0,0.0
2025-02-04,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,170,0.43,1118,1232,170,0,1051,1,170,0,1,0,0,0,0.0
2025-02-02,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,170,0.6,1218,1307,170,1,1158,2,187,0,1,0,0,0,0.0
2025-02-20,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,60,2.47,3989,4587,60,3,4504,10,322,0,0,0,0,0,0.0
2025-02-14,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,80,2.65,4286,4993,80,0,4924,7,324,0,0,0,0,0,0.0
2025-02-14,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,60,0.32,489,521,60,1,456,1,83,0,0,0,0,0,0.0
2025-02-11,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,80,2.68,4704,5355,80,3,5265,12,365,0,0,0,0,0,0.0
2025-02-11,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,70,0.18,568,637,70,2,529,2,78,0,0,0,0,0,0.0
2025-02-12,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,80,0.38,624,660,80,0,550,1,95,0,1,0,0,0,0.0
2025-02-09,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,100,0.38,822,893,100,0,786,1,122,0,1,0,0,0,0.0
2025-02-02,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,130,2.63,6508,7709,130,1,7563,11,450,0,0,0,0,0,0.0
2025-02-21,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,80,0.39,598,644,80,0,536,0,87,0,0,0,0,0,0.0
2025-02-17,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,90,0.39,658,748,90,0,634,1,86,0,1,0,0,0,0.0
2025-02-08,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,80,2.66,4574,5561,80,6,5443,11,365,0,0,0,0,0,0.0
2025-02-08,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,130,0.55,930,1080,130,0,948,0,146,0,0,0,0,0,0.0
2025-02-06,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,100,0.46,786,839,100,1,723,2,128,0,1,0,0,0,0.0
2025-02-06,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,90,2.44,4493,5184,90,4,5075,12,336,0,0,0,0,0,0.0
2025-02-19,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,60,2.47,3974,4563,60,2,4473,11,300,0,0,0,0,0,0.0
2025-02-19,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,80,0.37,618,652,80,0,560,0,93,0,0,0,0,0,0.0
2025-01-30,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,120,2.61,5603,6508,120,4,6341,21,459,0,0,0,0,0,0.0
2025-02-01,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,120,2.88,6258,7183,120,2,7106,12,466,0,0,0,0,0,0.0
2025-02-21,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,60,2.6,3998,4613,60,6,4501,17,363,0,0,0,0,0,0.0
2025-02-01,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,110,0.32,836,905,110,0,821,0,127,0,0,0,0,0,0.0
2025-02-18,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,80,0.42,570,704,80,0,574,0,92,0,0,0,0,0,0.0
2025-02-18,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,70,2.44,4416,5084,70,1,4987,9,337,0,0,0,0,0,0.0
2025-02-07,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,80,2.53,4323,5074,80,4,4987,11,325,0,0,0,0,0,0.0
2025-02-07,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,100,0.45,774,845,100,0,746,0,120,0,0,0,0,0,0.0
2025-01-30,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,90,0.34,738,794,90,0,709,0,129,0,0,0,0,0,0.0
2025-02-17,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,80,2.59,4905,5624,80,6,5512,13,358,0,0,1,1,0,0.0
2025-02-12,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,80,2.47,4347,4981,80,4,4865,7,344,0,0,0,0,0,0.0
2025-02-22,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,70,2.84,4305,5041,70,3,4923,12,332,0,0,0,0,0,0.0
2025-02-20,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,80,0.41,615,650,80,1,541,2,98,0,1,0,0,0,0.0
2025-02-09,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,90,2.87,5714,6706,90,4,6628,19,442,0,0,0,0,0,0.0
2025-02-16,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,100,0.39,732,782,100,1,639,1,102,0,0,0,0,0,0.0
2025-02-16,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,facebook,Conciencia,Recuerdo anuncio estimado,80,2.86,5451,6410,80,3,6277,13,440,0,0,0,0,0,0.0
2025-01-29,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,130,0.22,952,1036,130,1,906,4,149,0,3,0,0,0,0.0
2025-02-22,Aipap_reconocimiento_marca,Aipap_reconocimiento_marca,Reconocimiento_marca_aipap,instagram,Conciencia,Recuerdo anuncio estimado,90,0.35,685,742,90,0,608,0,115,0,0,0,0,0,0.0
2025-02-23,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,8,7.47,5884,6621,0,10,6626,58,33,8,0,0,0,0,0.0
2025-02-11,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,6,6.64,4407,4989,0,14,4995,66,37,6,0,0,0,0,0.0
2025-02-20,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,9,6.69,4697,5520,0,9,5534,44,25,9,0,0,0,0,0.0
2025-02-07,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,7,6.64,4167,4559,0,11,4569,51,32,7,0,0,0,0,0.0
2025-02-12,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,5,6.85,4444,5140,0,7,5148,43,24,5,0,0,0,0,0.0
2025-02-04,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,6,6.92,3881,4300,0,7,4305,37,29,6,0,0,0,0,0.0
2025-02-16,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,8,7.68,5612,6916,0,14,6925,55,33,8,0,0,0,0,0.0
2025-02-15,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,7,6.79,4570,5546,0,8,5555,40,28,7,0,0,0,0,0.0
2025-02-03,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,10,7.08,4502,5017,0,13,5023,63,38,10,0,0,0,0,0.0
2025-02-18,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,4,6.92,5463,7220,0,7,7234,42,25,4,0,0,0,0,0.0
2025-02-01,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,8,6.96,4087,4587,0,12,4590,56,38,8,0,0,0,0,0.0
2025-02-09,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,6,7.8,4252,4804,0,13,4813,51,31,6,0,0,0,0,0.0
2025-02-17,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,6,6.99,5414,7178,0,5,7189,39,25,6,0,0,0,0,0.0
2025-02-14,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,6,6.85,4587,5739,0,6,5750,38,24,6,0,0,0,0,0.0
2025-02-08,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,6,6.8,3826,4387,0,10,4396,65,33,6,0,0,0,0,0.0
2025-02-19,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,6,6.65,4932,6122,0,4,6128,39,16,6,0,0,0,0,0.0
2025-02-22,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,6,7.05,4677,5149,0,19,5153,66,40,6,0,0,0,0,0.0
2025-02-21,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,14,6.93,4997,6345,0,16,6363,58,41,14,0,0,0,0,0.0
2025-02-05,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,12,6.95,3671,4020,0,8,4024,55,36,12,0,0,0,0,0.0
2025-01-29,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,9,6.78,3777,4213,0,9,4216,47,28,9,0,0,0,0,0.0
2025-02-13,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,7,6.69,4482,5478,0,12,5481,45,26,7,0,0,0,0,0.0
2025-01-31,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,4,6.81,4019,4502,0,12,4511,58,32,4,0,0,0,0,0.0
2025-02-06,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,8,6.74,2793,3099,0,9,3101,32,22,8,0,0,0,0,0.0
2025-01-30,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,8,6.72,4028,4546,0,15,4551,62,41,8,0,0,0,0,0.0
2025-02-02,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,8,7.83,4568,5234,0,14,5241,53,30,8,0,0,0,0,0.0
2025-02-10,Redes_seguidores,Natacion_bebes_chapoteos,Natacion_bebes_chapoteos,facebook,Engagement,Follows o likes,12,7.3,3935,4453,0,8,4460,55,37,12,0,0,0,0,0.0
2025-02-13,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,300,6.98,13823,17259,300,41,17262,53,48,0,0,0,0,0,0.0
2025-02-13,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,30,0.05,260,278,30,0,278,0,0,0,0,0,0,0,0.0
2025-02-20,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.03,80,82,10,0,82,0,1,0,0,0,0,0,0.0
2025-02-20,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,350,6.75,12164,15922,350,31,15925,38,35,0,0,0,0,0,0.0
2025-02-22,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,380,7.33,14350,18199,380,27,18203,36,30,0,0,0,0,0,0.0
2025-02-03,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,310,6.5,18195,22576,310,41,22587,64,51,0,0,0,0,0,0.0
2025-02-16,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,400,7.46,18777,23422,400,52,23427,61,58,0,0,0,0,0,0.0
2025-02-18,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,380,6.76,14497,18245,380,40,18251,52,48,0,0,0,0,0,0.0
2025-02-18,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.03,72,78,10,0,81,0,1,0,0,0,0,0,0.0
2025-02-01,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.02,148,156,10,0,156,0,0,0,0,0,0,0,0.0
2025-02-01,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,330,7.35,18011,23299,330,39,23314,56,45,0,0,0,0,0,0.0
2025-02-19,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.05,108,108,10,0,108,0,0,0,0,0,0,0,0.0
2025-02-17,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,350,6.81,15547,19756,350,44,19762,53,47,0,0,0,0,0,0.0
2025-02-17,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.02,92,115,10,0,116,0,0,0,0,0,0,0,0.0
2025-02-19,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,400,6.7,13474,17198,400,36,17205,47,42,0,0,0,0,0,0.0
2025-02-16,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,20,0.05,164,185,20,0,185,0,0,0,0,0,0,0,0.0
2025-02-03,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,20,0.11,256,309,20,0,309,1,0,0,1,0,0,0,0.0
2025-01-31,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,260,6.81,16203,20384,260,35,20391,58,45,0,0,0,0,0,0.0
2025-01-31,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,20,0.04,205,205,20,1,205,2,1,0,1,0,0,0,0.0
2025-02-02,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.04,160,226,10,0,226,0,0,0,0,0,0,0,0.0
2025-02-02,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,400,7.72,21618,27337,400,57,27345,77,66,0,0,0,0,0,0.0
2025-02-22,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.05,107,107,10,0,108,0,1,0,0,0,0,0,0.0
2025-02-15,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,360,7.27,16842,21173,360,28,21178,37,30,0,0,0,0,0,0.0
2025-02-15,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,20,0.05,216,216,20,0,217,0,0,0,0,0,0,0,0.0
2025-02-14,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,380,6.9,14446,18694,380,38,18697,41,40,0,0,0,0,0,0.0
2025-01-29,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,310,6.53,17499,21603,310,32,21606,59,43,0,0,0,0,0,0.0
2025-02-14,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.02,120,130,10,0,133,0,0,0,0,0,0,0,0.0
2025-02-23,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,370,7.41,15498,19959,370,49,19966,61,56,0,0,0,0,0,0.0
2025-02-05,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,320,6.79,15680,19257,320,39,19266,49,42,0,0,0,0,0,0.0
2025-02-04,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,20,0.07,263,263,20,0,263,2,0,0,2,0,0,0,0.0
2025-02-10,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,330,6.36,16400,20239,330,45,20247,60,52,0,0,0,0,0,0.0
2025-02-10,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,30,0.05,256,288,30,1,288,1,1,0,0,0,0,0,0.0
2025-02-10,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,messenger,Conciencia,Recuerdo anuncio estimado,1,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0.0
2025-02-23,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,10,0.04,101,101,10,0,102,0,1,0,0,0,0,0,0.0
2025-02-05,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,20,0.06,212,253,20,0,253,0,1,0,0,0,0,0,0.0
2025-02-09,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,400,7.52010512,18482,23510,400,40,23520,66,55,1,0,0,0,0,0.0
2025-02-09,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,instagram,Conciencia,Recuerdo anuncio estimado,20,0.07989488,200,222,20,0,222,0,0,0,0,0,0,0,0.0
2025-01-30,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,280,6.75,16753,20839,280,32,20852,48,38,0,0,0,0,0,0.0
2025-02-11,Reconocimiento_marca,Reconocimiento_marca,Reconocimiento_marca,facebook,Conciencia,Recuerdo anuncio estimado,230,6.78,13457,17107,230,40,17114,57,49,0,0,0,0,0,0.0
